mmsi,shipname,callsign,length,width,power_hp,tonnage,power
257312540,VARDOYFISK 2,LG4390,12.95,4.59,829.0,,621.75
257312640,NATHANIEL,LG4732,10.65,3.79,500.0,,375.0
257312740,VIKTORIA H,LG 4762,,,,,
257312840,KENNETH,LG4803,10.64,3.99,175.0,12.0,131.25
257312920,HESTHOLMEN,LM5990,10.6,3.8,131.0,14.0,98.25
257313120,HENDANES,LM5996,10.62,4.07,155.0,14.0,116.25
257313220,FARMANN,LM6001,9.48,3.08,97.0,8.0,72.75
257313240,TUSTNATIND,LG4881,12.88,4.27,330.0,,247.5
257313340,LYRA,LG4386,9.51,2.57,450.0,,337.5
257313420,M/S HAVBRIS JR,LM 6009,,,,,
257313620,VICTORIA,LM6016,10.8,3.41,152.0,12.0,114.0
257313640,MOT N15MS,LK9866,10.6,3.39,100.0,12.0,75.0
257313700,KVALFJORD,LG 7350,,,,,
257313720,SANDVIK,LM6018,10.6,4.2,117.0,14.0,87.75
257313740,BJORKAASBUEN,LG4904,10.65,3.76,500.0,,375.0
257313900,SENJAFANGST F-86BD,LM-9424,,,,,
257313940,AUSTVAAG,LG4852,10.65,3.97,154.0,,115.5
257314020,SVABERG,LM6022,10.49,3.47,175.0,11.0,131.25
257314140,HOPSFJORD,LM4920,9.97,2.99,118.0,8.0,88.5
257314440,ANNA LOVISE,LG4863,10.42,3.4,369.0,,276.75
257314900,VEINES,LF3059,8.88,2.64,96.0,6.0,72.0
257315320,FJORDFISK F-335-LB,LM6050,10.23,3.41,129.0,11.0,96.75
257315340,CAROLINE F-17-G,LG4104,9.45,2.97,254.0,6.0,190.5
257315600,KENNETH JOHAN,LF6077,9.0,3.42,340.0,,255.0
257315620,SPISSTIND,LM6057,10.61,3.87,152.0,14.0,114.0
257316120,ANITA HELEN,LM6066,10.62,3.89,210.0,14.0,157.5
257316240,FREDOY,LG5070,,,,,
257316320,VALVAERGUTT,LM6070,10.64,3.41,115.0,10.0,86.25
257316340,CAMO,LG5036,14.84,5.75,550.0,36.0,412.5
257316600,SVENJA,LG2176,10.3,3.28,369.0,,276.75
257316720,GEIR ARNE,LM6077,9.57,3.26,100.0,7.0,75.0
257317000,GADUS NEPTUN,LDDG,69.8,15.6,6400.0,,4800.0
257317020,KAPPA,LM6081,12.17,4.18,180.0,14.0,135.0
257317040,SMOYSUND,LG4641,10.2,3.58,115.0,,86.25
257317120,JULIE,LM6082,10.62,3.89,205.0,14.0,153.75
257317340,OLTER,LG4914,10.6,4.68,208.0,,156.0
257317440,ALVOEY,LG4906,10.65,3.82,500.0,,375.0
257317800,POLARVIND,LG2279,9.05,3.3,340.0,,255.0
257317920,PARTNER,LM6097,9.45,3.05,120.0,9.0,90.0
257318020,MATHIAS,LM6098,10.62,3.89,180.0,14.0,135.0
257318220,GROGIS F-105-LB,LM6105,8.23,2.77,50.0,5.0,37.5
257318620,STORVIK,LM6109,10.04,3.41,112.0,11.0,84.0
257319320,SJOBREM,LM6125,10.56,3.41,131.0,12.0,98.25
257319420,HOEVIK,LM6130,10.62,3.89,160.0,14.0,120.0
257319500,KRAAKOY,LG2456,,,,,
257319720,DONNING,LM6143,9.57,3.15,68.0,8.0,51.0
257320600,STROMOY,LG2665,,,,,
257320700,SEIVIKBUEN,LG2707,,,,,
257321320,ISLOMEN,LM6172,10.1,3.41,115.0,11.0,86.25
257321500,BOEFJORD,LG2714,9.96,3.36,369.0,,276.75
257321600,ARNE JOHANNE,LG2785,10.3,3.28,368.0,8.0,276.0
257322320,VIKTORIA N42F,LM6200,9.45,3.29,125.0,7.0,93.75
257322620,CATHRINE (90620636),LM6205,12.83,3.96,200.0,17.0,150.0
257322920,SOERHOLMEN,LM6215,9.45,3.05,100.0,9.0,75.0
257323500,EMBLA,LG3005,9.44,3.05,184.0,,138.0
257323620,NYSVANEN,LM6223,10.64,3.41,128.0,12.0,96.0
257323900,VILMA,LG3322,8.93,2.99,257.0,,192.75
257324320,STRAUMEN,LM 6234,,,,,
257325420,SIVELAND,LM6250,9.45,3.06,180.0,9.0,135.0
257325720,HAVFLORA,LM6256,12.83,3.96,156.0,17.0,117.0
257326020,M/K KUNTZEGUTT,LM6264,12.96,3.96,285.0,17.0,213.75
257326120,SENJAGUTT,LM6270,10.62,3.89,182.0,14.0,136.5
257326420,HILMARSON,LM6281,9.72,3.41,102.0,12.0,76.5
257326920,NERO F-35-G,LM6291,10.61,3.06,136.0,8.0,102.0
257327000,MALENE S,LMWR,68.3,14.0,7507.0,,5630.25
257327120,ROBIN,LM6297,12.83,4.26,156.0,18.0,117.0
257327320,R VEGAR,LM6301,9.48,3.1,102.0,7.0,76.5
257327420,SMAASKJER,LM 6302,,,,,
257328420,WESTEGG,LM6317,10.61,3.41,175.0,12.0,131.25
257328520,HAVSULA,LM6318,10.52,3.8,168.0,12.0,126.0
257328620,AASSJOEN,LM6319,10.98,3.95,250.0,17.0,187.5
257328920,LINSKJAER,LM6335,9.45,3.06,85.0,8.0,63.75
257329220,MYREBUEN,LM6339,12.0,3.6,250.0,15.0,187.5
257329520,FORTUNA,LM6343,9.45,3.06,85.0,9.0,63.75
257329600,VICMA,LG9311,12.2,3.9,500.0,,375.0
257330120,BAAREGUTT,LM6351,8.63,2.68,68.0,6.0,51.0
257330520,STORSEISUND,LM6356,10.03,3.4,135.0,9.0,101.25
257330820,FESKARGUTEN,LM 6366,,,,,
257330920,SOLOY,LM6367,10.48,3.47,122.0,11.0,91.5
257331820,LEIKNY,LM6381,10.66,3.41,154.0,12.0,115.5
257331920,KJELL-TORE,LM6382,,,,,
257332420,JULIE M,LM6389,12.83,3.96,186.0,17.0,139.5
257332620,HARALD BERGE,LM6393,10.64,3.41,167.0,10.0,125.25
257333120,MS SJOMANN,LM6409,10.14,3.26,102.0,8.0,76.5
257333420,JUBAAEN,LM6412,16.05,4.59,354.0,24.0,265.5
257333520,TERNA F-4-TN,LM6414,9.57,3.08,62.0,7.0,46.5
257333920,RIVALEN,LM6429,10.64,3.41,103.0,11.0,77.25
257334700,DOGGEN,LG4096,10.66,3.02,130.0,7.0,97.5
257334820,TANJA,LM6453,10.49,3.34,162.0,10.0,121.5
257335120,SIGVE,LM6460,9.45,3.06,80.0,8.0,60.0
257335220,SVEIN JOHAN,LM6462,10.6,3.41,160.0,12.0,120.0
257335820,SMAAVAER,LM6476,10.62,3.89,167.0,14.0,125.25
257336000,GROTLE,LGCT,20.99,8.5,1000.0,,750.0
257336420,HAVFLUD,LM6485,12.99,4.08,174.0,21.0,130.5
257336600,ELIAS,LG4553,10.64,4.17,220.0,20.0,165.0
257336920,HARDINGBUEN,LM6491,10.49,3.57,135.0,12.0,101.25
257337020,HAVSTAR,LM6492,,,,,
257337120,VARGOFISK,LM 6469,,,,,
257337500,ISBJOERN F-39-G,LG4818,9.9,3.6,430.0,,322.5
257337620,SEBASTIAN,LM6503,10.64,3.41,155.0,11.0,116.25
257337720,KJARTAN K,LM6505,10.62,3.89,190.0,14.0,142.5
257337820,JIM LENNART,LM6507,10.48,3.47,112.0,11.0,84.0
257337920,TRONE HEIDI,LM6512,12.15,3.89,250.0,14.0,187.5
257338500,NORWASTERN,LG4902,9.99,3.59,300.0,,225.0
257338720,SKJAERBUEN,LM6526,10.58,3.17,131.0,8.0,98.25
257339120,KARL MARTIN,LM6532,10.62,3.89,160.0,14.0,120.0
257340520,STEFAN,LM6569,10.05,3.41,127.0,12.0,95.25
257340820,GISELOYVAERING,LM6574,14.98,4.88,345.0,24.0,258.75
257340920,NORDVAG,LM6575,10.1,3.1,130.0,6.0,97.5
257341120,ROCKMANN,LM6580,10.62,3.89,203.0,12.0,152.25
257341220,MS FJORDVAAG,LM6582,12.99,4.15,156.0,17.0,117.0
257341320,JAN EGIL,LM 6583,,,,,
257341420,GRUNNBAKK,LM6591,,,,,
257342420,SJOTUN,LM6613,10.49,3.47,130.0,11.0,97.5
257342720,FRAM,LM6625,10.64,3.41,152.0,10.0,114.0
257342820,VESTHAVET,LM6629,10.6,3.18,100.0,3.0,75.0
257343120,LUNHEIM SENIOR,LM6635,10.01,3.12,120.0,9.0,90.0
257343720,LEISKJOR,LM6644,,,,,
257343900,CHRISTINA,LM3477,8.26,2.74,85.0,11.0,63.75
257345120,VERA-MARIA,LM6668,9.45,3.06,68.0,8.0,51.0
257345220,NOBEL,LM6669,12.83,3.96,260.0,17.0,195.0
257345520,KILVAERFJORD,LM6680,10.65,3.41,154.0,11.0,115.5
257345720,CARDINAL,LM6682,13.6,3.96,210.0,17.0,157.5
257345820,BEKKVIK JUNIOR,LM6683,12.83,3.96,156.0,18.0,117.0
257346920,BRATTHOLMEN,LM6697,15.6,4.83,322.0,24.0,241.5
257347320,SANDVAER,LM6703,9.72,3.35,200.0,9.0,150.0
257347900,HUNTER,LM9244,9.52,3.17,85.0,9.0,63.75
257348620,LYSOY,LM6722,9.57,3.17,128.0,8.0,96.0
257348700,K.AMALIE,LM 9171,,,,,
257348820,OEYVAERING,LM6728,9.48,3.08,72.0,7.0,54.0
257349120,HAVBRIS,6736,,,,,
257349500,HORISONT III,JXDJ,33.18,7.2,1020.0,,765.0
257349620,KENT ARE,LM6744,9.97,3.06,105.0,8.0,78.75
257349820,NESABUEN,LM6747,11.95,3.31,102.0,11.0,76.5
257350520,OYTIND,LM6775,12.8,3.9,250.0,17.0,187.5
257351120,SILJE,LM 6790,,,,,
257351420,HAAVARD,LM6801,10.15,3.45,116.0,10.0,87.0
257351520,POLARVIND,LM6804,10.15,3.38,115.0,10.0,86.25
257351600,HAVGUTT,LG6007,9.25,3.6,370.0,,277.5
257352120,MAYLENE KAMILLA,LM6821,10.62,3.89,175.0,,131.25
257352620,MEA  F-10-G,LM6839,10.6,3.4,120.0,11.0,90.0
257352700,HAAREK,LG6276,10.38,3.44,370.0,,277.5
257354020,HAVGULL,LM6881,12.83,3.96,210.0,17.0,157.5
257354920,UTSIKTEN F-21-LB,LM6896,10.04,3.32,116.0,10.0,87.0
257355020,HUSVAERSUND,LM6898,12.83,3.96,350.0,17.0,262.5
257356320,VIKAFISK,LM6936,9.57,3.29,102.0,9.0,76.5
257357120,OEYGUTT,LM6979,14.01,4.07,210.0,20.0,157.5
257357700,ULVSTIND,LK2040,9.17,3.09,85.0,9.0,63.75
257358020,FAXEN,LM7008,9.98,3.3,109.0,10.0,81.75
257358120,SUSANN,LM7009,10.56,3.8,180.0,15.0,135.0
257358520,KRISTINE,LM7039,10.58,3.41,120.0,7.0,90.0
257359120,VESLE-SISSEL,LM7063,10.55,3.41,102.0,12.0,76.5
257359220,SIMON F-77-LB,LM7064,8.63,2.71,68.0,6.0,51.0
257360020,JENS EILERT,LM7075,13.54,4.31,310.0,23.0,232.5
257360220,KAMPEGGA,LM7089,16.18,4.85,330.0,24.0,247.5
257360320,ROALD JR.,LM7093,9.45,3.14,100.0,8.0,75.0
257360420,MALENE,LM7094,9.45,3.07,100.0,9.0,75.0
257361320,SKARSTEIN,LM7116,12.03,3.81,115.0,15.0,86.25
257362020,SANDRA,LM7132,9.44,3.04,70.0,8.0,52.5
257362320,MAAROYSUND,LM7136,12.96,4.39,291.0,19.0,218.25
257362420,THANI F-100-G,LM7137,11.55,3.81,150.0,16.0,112.5
257367000,QUO VADIS,LHRZ,34.07,9.5,1800.0,499.0,1350.0
257367120,LILL RAINER,LM7215,10.64,3.41,100.0,9.0,75.0
257367320,SOLSVIK 1,LM7218,,,,,
257367720,FRIDA SOFIE,LM7234,9.41,3.51,130.0,8.0,97.5
257367820,ODD ROGER,LM7235,10.61,3.16,68.0,7.0,51.0
257368020,JANNE LISE,LM7243,9.52,3.72,120.0,9.0,90.0
257368420,FRIDA K,LM7256,10.65,3.4,130.0,10.0,97.5
257368520,HANNA,LM7258,10.65,3.6,100.0,10.0,75.0
257369220,ASTRID KRISTINA,LM 7277,,,,,
257369520,FJORDFANGST,LM7284,9.72,3.41,130.0,11.0,97.5
257369900,DALBUEN,LK6999,10.65,3.3,375.0,12.0,281.25
257370600,OKSEVAG II,LK2966,8.94,3.2,80.0,7.0,60.0
257371420,EDVARD SENIOR,LM7343,8.84,3.0,130.0,6.0,97.5
257371920,MOSTRING,LM7356,10.6,3.64,190.0,12.0,142.5
257372000,OESTERBRIS,LDKM,74.2,15.2,6120.0,,4590.0
257373220,INGER-ANN,LM7380,8.78,3.29,68.0,6.0,51.0
257376020,IDA SYNNOVE,LM7449,9.4,3.12,85.0,,63.75
257377800,ROBIN,LK3037,8.52,3.51,72.0,,54.0
257379820,DYNSKJER,LM7539,10.59,3.6,108.0,11.0,81.0
257380620,SANDOY,LM7554,14.64,4.34,291.0,23.0,218.25
257381620,MULAN F-68-G,LM7576,,,,,
257382220,NAPPSGUTT N-91-F,LM7593,10.52,3.75,160.0,12.0,120.0
257384020,ROALD SENIOR,LM7630,9.1,3.2,84.0,5.0,63.0
257384600,LINE,LK3423,10.16,3.02,72.0,11.0,54.0
257384820,TAIFUN,LM7647,10.3,3.24,150.0,10.0,112.5
257387000,SKUDE,LNYH,32.11,7.3,850.0,270.0,637.5
257388000,STAALEGG,LKUA,44.9,11.0,3261.0,,2445.75
257388220,HAAREK,LM7723,10.17,3.2,132.0,11.0,99.0
257390920,HILDE,LM7786,14.6,4.0,326.0,24.0,244.5
257391020,VESTFISK,LM7787,10.14,3.07,115.0,10.0,86.25
257391500,HAVSOELV,LM3850,10.52,3.26,62.0,10.0,46.5
257391620,HELLOY,LM7796,14.6,4.34,400.0,23.0,300.0
257392120,VAAGAN,LM7806,10.98,3.84,250.0,15.0,187.5
257392600,DYVAAG,LM5927,9.72,3.41,128.0,12.0,96.0
257395520,OTTESEN JR,LM7862,10.58,3.41,110.0,8.0,82.5
257396000,HOVAAGTRAAL,LKZV,23.9,7.2,900.0,188.0,675.0
257396700,BORGANES,LM6086,10.6,3.8,200.0,14.0,150.0
257396920,KARI,LM7902,10.62,3.89,150.0,14.0,112.5
257397900,MEGRUNN F-5-LB,LK4775,7.98,2.45,25.0,4.0,18.75
257398920,KVALOEYFJORD,LM7955,10.66,3.39,102.0,12.0,76.5
257399720,KATRINE,LM7969,13.41,4.39,180.0,22.0,135.0
257400020,SJARKEN JUNIOR,LM7975,10.5,3.51,109.0,12.0,81.75
257400900,KORSNESJENTA,LK5058,10.65,3.85,109.0,12.0,81.75
257401420,MINIBANKEN,LM8012,10.21,3.28,152.0,10.0,114.0
257401920,KVITHOLMEN,LM8020,12.34,4.34,216.0,23.0,162.0
257402420,ELISABETH,LM8037,8.92,2.99,100.0,7.0,75.0
257402720,RAV,LM8041,10.12,3.02,78.0,6.0,58.5
257404820,SOFIE,LM8099,10.99,3.85,180.0,16.0,135.0
257405120,VALSVAERING,LM8102,10.57,4.2,156.0,9.0,117.0
257405320,ALF SIGMUND F-20-G,LM8108,9.48,3.16,139.0,7.0,104.25
257405500,STORHOLM,LJBK,25.65,6.25,610.0,136.0,457.5
257405820,INGVILD,LM8119,10.57,3.12,152.0,8.0,114.0
257406500,M/S ELIN TORIL,LAVU,20.36,5.94,335.0,60.0,251.25
257407700,TONE,LM4474,8.31,2.71,109.0,14.0,81.75
257408020,VARNES,LM 8175,,,,,
257408600,SMAASUND,LK2222,10.55,3.46,154.0,11.0,115.5
257408900,FRANCO,LIRQ,,,,,
257409500,HAAKON JR.,LLVD,27.28,7.8,1014.0,,760.5
257410600,FISKEBOEN,LK 2735,,,,,
257410800,JOHANNE,LK5683,10.6,4.0,172.0,12.0,129.0
257411920,LEODEGAR,LM8258,9.8,3.5,63.0,9.0,47.25
257412600,GLIMT,LK3105,10.6,4.0,180.0,12.0,135.0
257412620,HOEKEN,LM8271,10.23,3.52,109.0,11.0,81.75
257412800,FROEY,LM8466,10.63,3.06,120.0,8.0,90.0
257413500,RINGSKJAER NORD,LGHT,19.26,5.82,300.0,47.0,225.0
257413720,NESOYFISK,LM8293,13.03,3.96,218.0,18.0,163.5
257413800,ORBIT,LK6291,10.65,3.6,152.0,10.0,114.0
257414320,FREYA,LM8305,10.16,3.2,112.0,11.0,84.0
257414420,LIPELLA,LM8306,14.38,4.44,210.0,23.0,157.5
257414600,BOERRESEN JR,LK3728,9.97,3.0,80.0,9.0,60.0
257414820,JILL HEGE,LM8314,10.65,3.36,154.0,11.0,115.5
257415120,A.H.SENIOR,LM8317,12.52,3.86,175.0,15.0,131.25
257415600,MAIKEN-JENTA,LK3846,,,,,
257415920,MONHILD,LM8340,,,,,
257416000,HELLODDEN,,,,,,
257416420,MORTSUNDVAERING,LM8350,11.52,3.44,260.0,13.0,195.0
257418120,MESKJAER,LM8387,9.45,3.06,135.0,8.0,101.25
257418500,SUNNIVA,LK7228,10.55,3.1,318.0,,238.5
257418600,TOTTA,LM2471,10.5,3.8,115.0,12.0,86.25
257419320,ARK,LM8425,9.45,3.25,100.0,,75.0
257419800,WILFREDSON,LK7627,10.3,3.4,340.0,,255.0
257419900,NORDNES,LK7648,10.65,3.65,154.0,,115.5
257420320,GULLFISK,LM8439,10.59,3.69,167.0,14.0,125.25
257420820,SORBAS,LM8449,10.28,3.36,100.0,10.0,75.0
257421500,IDA THERESE,LLIL,20.93,5.82,550.0,91.0,412.5
257421700,SONJA KARINE,LK7694,10.62,3.06,222.0,,166.5
257422120,JOHAN R,LM8480,12.0,4.2,102.0,14.0,76.5
257422420,IRIS-EIRIN,LM8493,10.03,3.2,152.0,10.0,114.0
257422500,EIDEM SENIOR,LK7819,10.64,3.65,154.0,,115.5
257422720,OYBAS,LM8502,12.9,3.96,210.0,17.0,157.5
257423000,SOYA,LFPW,20.95,8.0,650.0,204.0,487.5
257423900,KJETIL F-14-G,LM6380,9.51,3.32,130.0,7.0,97.5
257424800,REIBAKKEN,LM6384,10.64,3.41,112.0,11.0,84.0
257424820,KRISTINE,LM 8542,,,,,
257425700,FLIPPER,LM4727,8.63,2.71,78.0,7.0,58.5
257425800,ANNE METTE,LK8098,8.3,2.65,127.0,5.0,95.25
257426720,FJORDSNURP,LM8588,12.95,3.0,102.0,14.0,76.5
257426920,OEYAN,LM8590,10.66,3.48,115.0,12.0,86.25
257427920,TINE MERETHE,LM8605,10.2,3.15,68.0,10.0,51.0
257428600,NYBOEN,LM4501,10.06,3.13,152.0,8.0,114.0
257428800,MAARTIND,LM4863,8.62,2.7,82.0,7.0,61.5
257428820,NIGARDSOEY,LM8626,10.05,3.46,68.0,9.0,51.0
257429500,OLDERFJORD,LK2897,12.98,4.18,270.0,12.0,202.5
257429720,ALDA,LM8641,10.6,3.4,152.0,9.0,114.0
257430820,STRAUMVAERING,LM8661,10.61,4.21,102.0,14.0,76.5
257430920,OEYVAERING,LM8662,10.62,4.2,152.0,14.0,114.0
257431420,NESOYFJORD,LM8670,9.07,3.29,130.0,8.0,97.5
257431620,VARANGERBUEN,LM8677,10.43,3.58,116.0,13.0,87.0
257431920,TOBAC,LM 8680,,,,,
257432500,SANDVAER,LJIZ,20.1,5.68,550.0,72.0,412.5
257434420,KAROLINE F-25-LB,LM8733,8.03,2.7,45.0,,33.75
257434720,ALISA,LM 8741,,,,,
257435020,KVALOEY,LM8746,10.04,3.28,86.0,9.0,64.5
257435320,KVALVIK SENIOR,LM8751,10.66,4.26,150.0,16.0,112.5
257435500,JOHANNES,LNYZ,27.43,8.6,1075.0,,806.25
257435520,ALEXANDRA,LM8754,10.5,3.4,128.0,11.0,96.0
257436020,RAMPEN,LM 8768,,,,,
257436500,KIM ROGER,LHAJ,27.47,6.7,1000.0,173.0,750.0
257436620,MAY,LM8776,9.04,2.97,68.0,7.0,51.0
257436720,ULA,,,,,,
257436800,JONNY BJORNSTEIN,LM5354,10.26,3.25,122.0,9.0,91.5
257437000,HARVEST,LDKY,67.0,14.8,5400.0,,4050.0
257437020,SWONA,LM8786,10.25,3.47,152.0,11.0,114.0
257437220,SOLVARDEN,LM8791,10.65,3.9,150.0,13.0,112.5
257438120,DRIVENES,LM8807,,,,,
257438220,INGE,LM8810,,,,,
257438500,SOLTIND,LM5384,9.48,3.08,72.0,8.0,54.0
257440420,TOMBA,LK8863,9.99,4.07,225.0,,168.75
257440500,REMO,LDWS,21.3,5.6,532.0,96.0,399.0
257440600,NYBAKK SENIOR,LM8196,10.36,3.23,152.0,10.0,114.0
257441120,SOLVI F-9-G,LM8881,10.08,3.29,127.0,10.0,95.25
257441220,FLYFISK,LM8883,9.74,3.18,80.0,10.0,60.0
257441320,BENEDICTE,LM8885,10.24,3.15,135.0,11.0,101.25
257441420,MATHILDE,LM8886,9.7,3.1,110.0,9.0,82.5
257441520,OEYASUND,LM8887,12.83,4.2,156.0,17.0,117.0
257441600,TULIPAN,LM8333,9.44,3.2,120.0,8.0,90.0
257442600,CONVOY,LM8925,12.55,3.95,230.0,20.0,172.5
257442620,STORHOLM,LM8903,10.47,3.27,127.0,9.0,95.25
257444500,BERGLIBUEN,LLUX,18.52,5.52,438.0,44.0,328.5
257444600,PIRATEN,LM9297,11.8,3.62,300.0,,225.0
257444900,TRYM,LF3435,10.65,3.65,400.0,,300.0
257444920,VARSOL,LM8949,10.18,3.02,88.0,11.0,66.0
257445000,VESTBAS,LHRX,34.07,9.5,1000.0,,750.0
257445500,TOPAS,JWLD,23.5,6.1,650.0,129.0,487.5
257446500,INGVARDSON,LEIA,20.95,6.5,730.0,149.0,547.5
257446700,SAETERBOEN,LM6986,9.45,3.07,135.0,7.0,101.25
257447020,NOGVAGUTT,LM8992,12.44,4.21,250.0,14.0,187.5
257447800,NORDTIND,LM5661,10.6,3.9,120.0,14.0,90.0
257448500,VAARHEIM,JXSK,23.0,7.0,540.0,166.0,405.0
257449020,SKARVHOLMEN,LM9037,10.57,4.02,202.0,17.0,151.5
257449420,URKEVIK,LM9044,12.05,3.62,200.0,14.0,150.0
257450500,SJOEFISK,LJXU,18.34,5.51,348.0,48.0,261.0
257450620,MAAKEN,LM9073,,,,,
257450700,SJOEBRIS,LM7758,10.14,3.2,135.0,10.0,101.25
257450800,LINEFISK,LM7763,6.74,2.35,50.0,2.0,37.5
257451520,SOLVAER,LM9092,9.86,3.2,152.0,8.0,114.0
257451600,SVINOY,LM7830,9.52,3.17,90.0,9.0,67.5
257452220,STORFJORDVAERING,LM9109,12.13,3.89,190.0,14.0,142.5
257452520,FALKEN,LM9116,10.22,3.8,202.0,13.0,151.5
257453500,HOVDA,LHMB,,,,,
257453620,KAMPEN,LM9135,8.17,2.71,85.0,5.0,63.75
257454000,STOKKE SENIOR,JWQZ,28.32,9.5,570.0,,427.5
257454420,KVITBJOERN,LM9158,9.51,3.51,108.0,9.0,81.0
257454700,VAAGSOY,LM8940,9.76,3.16,115.0,9.0,86.25
257455120,MOEN,LM9173,10.64,3.2,154.0,12.0,115.5
257455620,ADRIAN-SENIOR,LM9183,9.85,3.5,70.0,10.0,52.5
257455700,TOR JOHAN,LM 8921,,,,,
257455800,MILDA,LM8818,9.52,3.04,130.0,9.0,97.5
257456500,PAUL SENIOR,LLVA,35.17,6.9,993.0,,744.75
257457600,MOLINERGUTT,LG7405,14.99,5.9,525.0,,393.75
257457620,SILJE MARIE,LM9233,14.25,4.3,250.0,21.0,187.5
257457700,FROYVERING,LF5386,12.99,4.8,350.0,,262.5
257457920,HAVSJY,LM9239,10.61,3.35,140.0,12.0,105.0
257458320,SOLVAEROEY,LM9249,10.62,3.89,155.0,14.0,116.25
257458620,FLORA,LM9256,16.05,4.81,260.0,24.0,195.0
257458700,AARSTEINNES,LK9763,9.88,3.0,320.0,,240.0
257458720,UREVAERINGEN F-16-G,LM9260,14.63,2.28,328.0,20.0,246.0
257458800,VICTORIA MAY,LEVV,24.27,7.0,800.0,,600.0
257458920,REIPNAKKEN,LM9262,13.54,4.7,275.0,23.0,206.25
257459500,OYASKJAER,LMQT,24.05,6.9,1000.0,130.0,750.0
257459520,VESTRI,LM9282,14.48,4.48,406.0,24.0,304.5
257459820,ALMOR,LM9289,8.69,3.2,68.0,6.0,51.0
257460120,FEIESKJAER,LM9293,8.53,3.01,52.0,5.0,39.0
257460220,SKARVTIND,LM9294,10.43,3.34,120.0,12.0,90.0
257460500,AKSELSON,JXVM,28.18,8.2,950.0,,712.5
257460800,RENNEBAAEN,LK3635,10.05,3.55,200.0,10.0,150.0
257461720,EIKEN,LM9318,9.1,2.7,80.0,7.0,60.0
257461920,WIJAFISK,LM9320,10.62,3.89,127.0,14.0,95.25
257462920,BRANDOEYBUEN,LM9341,9.5,3.32,70.0,9.0,52.5
257463220,START,LM9348,9.06,3.14,136.0,7.0,102.0
257463500,OSVALDSON,LAVM,26.0,4.7,540.0,184.0,405.0
257465320,INE-MARITA,LM9390,10.06,3.15,100.0,10.0,75.0
257465500,OCEAN,LGUP,33.46,7.6,1000.0,162.0,750.0
257466000,CARISMA VIKING,LLPZ,,,,,
257466500,SHAKIRA,LM2164,10.15,3.38,80.0,10.0,60.0
257467020,EMIL,LM9428,9.5,3.2,152.0,8.0,114.0
257467220,SOLOEY,LM9430,10.4,3.2,102.0,9.0,76.5
257468320,BARSTIND,LM9455,11.24,3.97,226.0,12.0,169.5
257468600,SOLBERG,LM7931,10.66,3.5,102.0,9.0,76.5
257468700,EDEL M,LM2563,9.25,3.2,82.0,8.0,61.5
257468800,TANAFJORD,LM2320,9.04,2.45,110.0,7.0,82.5
257469000,STARLIGHT RAYS,LGDF,26.4,8.32,979.0,320.0,734.25
257469320,STABBEN,LM9480,10.11,3.2,72.0,10.0,54.0
257469520,RINGSKJAER SOER,LM9503,14.95,4.5,156.0,14.0,117.0
257469800,NORDTUR,LM2839,7.7,2.7,22.0,4.0,16.5
257470120,SJARKE,LM9521,10.3,3.7,120.0,11.0,90.0
257470500,FROEYBANKEN,LJML,22.15,5.44,440.0,92.0,330.0
257470920,SOERVEST,LM9542,9.76,3.09,78.0,9.0,58.5
257471600,TOR EINAR,LM8912,10.39,3.35,130.0,11.0,97.5
257473700,IDA,LM2545,8.8,2.75,72.0,6.0,54.0
257473920,EVA SOFIE,LM9620,10.53,4.04,150.0,14.0,112.5
257474600,TRITON,LM9254,10.58,3.62,152.0,14.0,114.0
257474620,MATHIAS,LM9629,10.06,3.22,68.0,7.0,51.0
257475120,AUNSKJAER,LM9649,12.01,3.83,171.0,12.0,128.25
257475500,SOFIE,LCSR,21.2,6.4,730.0,134.0,547.5
257476420,STRAUMVANG,LM9682,10.25,3.1,152.0,7.0,114.0
257476500,FISKEBANK,LEQI,42.5,9.6,1632.0,,1224.0
257476600,MELOEYVAERING,LM9518,10.04,3.07,72.0,10.0,54.0
257476700,HAVBLIKK,LM2622,9.97,2.91,85.0,,63.75
257476800,STODIG,LG9551,13.05,4.2,300.0,,225.0
257478020,KLEPPABAS,LM9716,9.79,3.66,108.0,9.0,81.0
257478800,RADAR,LG7145,14.45,5.42,291.0,,218.25
257478820,MATHILDE,LM 9752,,,,,
257479420,RANDOYJENTA,LM9775,11.99,3.81,215.0,14.0,161.25
257479800,MONSBOEN,LG7316,10.66,3.98,230.0,12.0,172.5
257479920,SJAABOEEN,LM9795,10.62,3.89,131.0,15.0,98.25
257480500,INGER VICTORIA,JXAC,23.8,5.8,600.0,124.0,450.0
257480600,TAMARA,LG7388,12.91,5.2,265.0,,198.75
257481500,MB RINGHOLM,LG7433,8.8,3.25,340.0,,255.0
257481720,PER ROGER,LM9839,10.87,3.8,250.0,20.0,187.5
257482600,STORTAREN,LKGM,,,,,
257482720,AAGE STEINAR,LM9861,10.62,3.89,185.0,12.0,138.75
257482800,STROEMVIK,LM8592,9.3,3.25,97.0,8.0,72.75
257483220,ARIEL,LM9876,9.47,3.07,135.0,8.0,101.25
257483620,GULLSKJER JUNIOR,LM 9885,,,,,
257483900,OYBUEN,LG 7437,,,,,
257484700,THULE,LG4378,,,,,
257485020,JENNY,LM9911,9.75,3.15,90.0,9.0,67.5
