mmsi,shipname,callsign,length,width,power,tonnage
257388000,STAALEGG,LKUA,44.9,11.0,3261,NA
257388220,HAAREK,LM7723,10.17,3.2,132,11
257390920,HILDE,LM7786,14.6,4.0,326,24
257391020,VESTFISK,LM7787,10.14,3.07,115,10
257391500,HAVSOELV,LM3850,10.52,3.26,62,10
257391620,HELLOY,LM7796,14.6,4.34,400,23
257392120,VAAGAN,LM7806,10.98,3.84,250,15
257392600,DYVAAG,LM5927,9.72,3.41,128,12
257395520,OTTESEN JR,LM7862,10.58,3.41,110,8
257396000,HOVAAGTRAAL,LKZV,23.9,7.2,900,188
257396700,BORGANES,LM6086,10.6,3.8,200,14
257396920,KARI,LM7902,10.62,3.89,150,14
257397900,MEGRUNN F-5-LB,LK4775,7.98,2.45,25,4
257398920,KVALOEYFJORD,LM7955,10.66,3.39,102,12
257399720,KATRINE,LM7969,13.41,4.39,180,22
257400020,SJARKEN JUNIOR,LM7975,10.5,3.51,109,12
257400900,KORSNESJENTA,LK5058,10.65,3.85,109,12
257401420,MINIBANKEN,LM8012,10.21,3.28,152,10
257401920,KVITHOLMEN,LM8020,12.34,4.34,216,23
257402420,ELISABETH,LM8037,8.92,2.99,100,7
257402720,RAV,LM8041,10.12,3.02,78,6
257404820,SOFIE,LM8099,10.99,3.85,180,16
257405120,VALSVAERING,LM8102,10.57,4.2,156,9
257405320,ALF SIGMUND F-20-G,LM8108,9.48,3.16,139,7
257405500,STORHOLM,LJBK,25.65,6.25,610,136
257405820,INGVILD,LM8119,10.57,3.12,152,8
257406500,M/S ELIN TORIL,LAVU,20.36,5.94,335,60
257407700,TONE,LM4474,8.31,2.71,109,14
257408020,VARNES,LM 8175,NA,NA,NA,NA
257408600,SMAASUND,LK2222,10.55,3.46,154,11
257408900,FRANCO,LIRQ,NA,NA,NA,NA
257409500,HAAKON JR.,LLVD,27.28,7.8,1014,NA
257410600,FISKEBOEN,LK 2735,NA,NA,NA,NA
257410800,JOHANNE,LK5683,10.6,4.0,172,12
257411920,LEODEGAR,LM8258,9.8,3.5,63,9
257412600,GLIMT,LK3105,10.6,4.0,180,12
257412620,HOEKEN,LM8271,10.23,3.52,109,11
257412800,FROEY,LM8466,10.63,3.06,120,8
257413500,RINGSKJAER NORD,LGHT,19.26,5.82,300,47
257413720,NESOYFISK,LM8293,13.03,3.96,218,18
257413800,ORBIT,LK6291,10.65,3.6,152,10
257414320,FREYA,LM8305,10.16,3.2,112,11
257414420,LIPELLA,LM8306,14.38,4.44,210,23
257414600,BOERRESEN JR,LK3728,9.97,3.0,80,9
257414820,JILL HEGE,LM8314,10.65,3.36,154,11
257415120,A.H.SENIOR,LM8317,12.52,3.86,175,15
257415600,MAIKEN-JENTA,LK3846,NA,NA,NA,NA
257415920,MONHILD,LM8340,NA,NA,NA,NA
257416000,HELLODDEN,,NA,NA,NA,NA
257416420,MORTSUNDVAERING,LM8350,11.52,3.44,260,13
257418120,MESKJAER,LM8387,9.45,3.06,135,8
257418500,SUNNIVA,LK7228,10.55,3.1,318,NA
257418600,TOTTA,LM2471,10.5,3.8,115,12
257419320,ARK,LM8425,9.45,3.25,100,NA
257419800,WILFREDSON,LK7627,10.3,3.4,340,NA
257419900,NORDNES,LK7648,10.65,3.65,154,NA
257420320,GULLFISK,LM8439,10.59,3.69,167,14
257420820,SORBAS,LM8449,10.28,3.36,100,10
257421500,IDA THERESE,LLIL,20.93,5.82,550,91
257421700,SONJA KARINE,LK7694,10.62,3.06,222,NA
257422120,JOHAN R,LM8480,12.0,4.2,102,14
257422420,IRIS-EIRIN,LM8493,10.03,3.2,152,10
257422500,EIDEM SENIOR,LK7819,10.64,3.65,154,NA
257422720,OYBAS,LM8502,12.9,3.96,210,17
257423000,SOYA,LFPW,20.95,8.0,650,204
257423900,KJETIL F-14-G,LM6380,9.51,3.32,130,7
257424800,REIBAKKEN,LM6384,10.64,3.41,112,11
257424820,KRISTINE,LM 8542,NA,NA,NA,NA
257425700,FLIPPER,LM4727,8.63,2.71,78,7
257425800,ANNE METTE,LK8098,8.3,2.65,127,5
257426720,FJORDSNURP,LM8588,12.95,3.0,102,14
257426920,OEYAN,LM8590,10.66,3.48,115,12
257427920,TINE MERETHE,LM8605,10.2,3.15,68,10
257428600,NYBOEN,LM4501,10.06,3.13,152,8
257428800,MAARTIND,LM4863,8.62,2.7,82,7
257428820,NIGARDSOEY,LM8626,10.05,3.46,68,9
257429500,OLDERFJORD,LK2897,12.98,4.18,270,12
257429720,ALDA,LM8641,10.6,3.4,152,9
257430820,STRAUMVAERING,LM8661,10.61,4.21,102,14
257430920,OEYVAERING,LM8662,10.62,4.2,152,14
257431420,NESOYFJORD,LM8670,9.07,3.29,130,8
257431620,VARANGERBUEN,LM8677,10.43,3.58,116,13
257431920,TOBAC,LM 8680,NA,NA,NA,NA
257432500,SANDVAER,LJIZ,20.1,5.68,550,72
257434420,KAROLINE F-25-LB,LM8733,8.03,2.7,45,NA
257434720,ALISA,LM 8741,NA,NA,NA,NA
257435020,KVALOEY,LM8746,10.04,3.28,86,9
257435320,KVALVIK SENIOR,LM8751,10.66,4.26,150,16
257435500,JOHANNES,LNYZ,27.43,8.6,1075,NA
257435520,ALEXANDRA,LM8754,10.5,3.4,128,11
257436020,RAMPEN,LM 8768,NA,NA,NA,NA
257436500,KIM ROGER,LHAJ,27.47,6.7,1000,173
257436620,MAY,LM8776,9.04,2.97,68,7
257436720,ULA,,NA,NA,NA,NA
257436800,JONNY BJORNSTEIN,LM5354,10.26,3.25,122,9
257437000,HARVEST,LDKY,67.0,14.8,5400,NA
257437020,SWONA,LM8786,10.25,3.47,152,11
257437220,SOLVARDEN,LM8791,10.65,3.9,150,13
257438120,DRIVENES,LM8807,NA,NA,NA,NA
257438220,INGE,LM8810,NA,NA,NA,NA
257438500,SOLTIND,LM5384,9.48,3.08,72,8
257440420,TOMBA,LK8863,9.99,4.07,225,NA
257440500,REMO,LDWS,21.3,5.6,532,96
257440600,NYBAKK SENIOR,LM8196,10.36,3.23,152,10
257441120,SOLVI F-9-G,LM8881,10.08,3.29,127,10
257441220,FLYFISK,LM8883,9.74,3.18,80,10
257441320,BENEDICTE,LM8885,10.24,3.15,135,11
257441420,MATHILDE,LM8886,9.7,3.1,110,9
257441520,OEYASUND,LM8887,12.83,4.2,156,17
257441600,TULIPAN,LM8333,9.44,3.2,120,8
257442600,CONVOY,LM8925,12.55,3.95,230,20
257442620,STORHOLM,LM8903,10.47,3.27,127,9
257444500,BERGLIBUEN,LLUX,18.52,5.52,438,44
257444600,PIRATEN,LM9297,11.8,3.62,300,NA
257444900,TRYM,LF3435,10.65,3.65,400,NA
257444920,VARSOL,LM8949,10.18,3.02,88,11
257445000,VESTBAS,LHRX,34.07,9.5,1000,NA
257445500,TOPAS,JWLD,23.5,6.1,650,129
257446500,INGVARDSON,LEIA,20.95,6.5,730,149
257446700,SAETERBOEN,LM6986,9.45,3.07,135,7
257447020,NOGVAGUTT,LM8992,12.44,4.21,250,14
257447800,NORDTIND,LM5661,10.6,3.9,120,14
257448500,VAARHEIM,JXSK,23.0,7.0,540,166
257449020,SKARVHOLMEN,LM9037,10.57,4.02,202,17
257449420,URKEVIK,LM9044,12.05,3.62,200,14
257450500,SJOEFISK,LJXU,18.34,5.51,348,48
257450620,MAAKEN,LM9073,NA,NA,NA,NA
257450700,SJOEBRIS,LM7758,10.14,3.2,135,10
257450800,LINEFISK,LM7763,6.74,2.35,50,2
257451520,SOLVAER,LM9092,9.86,3.2,152,8
257451600,SVINOY,LM7830,9.52,3.17,90,9
257452220,STORFJORDVAERING,LM9109,12.13,3.89,190,14
257452520,FALKEN,LM9116,10.22,3.8,202,13
257453500,HOVDA,LHMB,NA,NA,NA,NA
257453620,KAMPEN,LM9135,8.17,2.71,85,5
257454000,STOKKE SENIOR,JWQZ,28.32,9.5,570,NA
257454420,KVITBJOERN,LM9158,9.51,3.51,108,9
257454700,VAAGSOY,LM8940,9.76,3.16,115,9
257455120,MOEN,LM9173,10.64,3.2,154,12
257455620,ADRIAN-SENIOR,LM9183,9.85,3.5,70,10
257455700,TOR JOHAN,LM 8921,NA,NA,NA,NA
257455800,MILDA,LM8818,9.52,3.04,130,9
257456500,PAUL SENIOR,LLVA,35.17,6.9,993,NA
257457600,MOLINERGUTT,LG7405,14.99,5.9,525,NA
257457620,SILJE MARIE,LM9233,14.25,4.3,250,21
257457700,FROYVERING,LF5386,12.99,4.8,350,NA
257457920,HAVSJY,LM9239,10.61,3.35,140,12
257458320,SOLVAEROEY,LM9249,10.62,3.89,155,14
257458620,FLORA,LM9256,16.05,4.81,260,24
257458700,AARSTEINNES,LK9763,9.88,3.0,320,NA
257458720,UREVAERINGEN F-16-G,LM9260,14.63,2.28,328,20
257458800,VICTORIA MAY,LEVV,24.27,7.0,800,NA
257458920,REIPNAKKEN,LM9262,13.54,4.7,275,23
257459500,OYASKJAER,LMQT,24.05,6.9,1000,130
257459520,VESTRI,LM9282,14.48,4.48,406,24
257459820,ALMOR,LM9289,8.69,3.2,68,6
257460120,FEIESKJAER,LM9293,8.53,3.01,52,5
257460220,SKARVTIND,LM9294,10.43,3.34,120,12
257460500,AKSELSON,JXVM,28.18,8.2,950,NA
257460800,RENNEBAAEN,LK3635,10.05,3.55,200,10
257461720,EIKEN,LM9318,9.1,2.7,80,7
257461920,WIJAFISK,LM9320,10.62,3.89,127,14
257462920,BRANDOEYBUEN,LM9341,9.5,3.32,70,9
257463220,START,LM9348,9.06,3.14,136,7
257463500,OSVALDSON,LAVM,26.0,4.7,540,184
257465320,INE-MARITA,LM9390,10.06,3.15,100,10
257465500,OCEAN,LGUP,33.46,7.6,1000,162
257466000,CARISMA VIKING,LLPZ,NA,NA,NA,NA
257466500,SHAKIRA,LM2164,10.15,3.38,80,10
257467020,EMIL,LM9428,9.5,3.2,152,8
257467220,SOLOEY,LM9430,10.4,3.2,102,9
257468320,BARSTIND,LM9455,11.24,3.97,226,12
257468600,SOLBERG,LM7931,10.66,3.5,102,9
257468700,EDEL M,LM2563,9.25,3.2,82,8
257468800,TANAFJORD,LM2320,9.04,2.45,110,7
257469000,STARLIGHT RAYS,LGDF,26.4,8.32,979,320
257469320,STABBEN,LM9480,10.11,3.2,72,10
257469520,RINGSKJAER SOER,LM9503,14.95,4.5,156,14
257469800,NORDTUR,LM2839,7.7,2.7,22,4
257470120,SJARKE,LM9521,10.3,3.7,120,11
257470500,FROEYBANKEN,LJML,22.15,5.44,440,92
257470920,SOERVEST,LM9542,9.76,3.09,78,9
257471600,TOR EINAR,LM8912,10.39,3.35,130,11
257473700,IDA,LM2545,8.8,2.75,72,6
257473920,EVA SOFIE,LM9620,10.53,4.04,150,14
257474600,TRITON,LM9254,10.58,3.62,152,14
257474620,MATHIAS,LM9629,10.06,3.22,68,7
257475120,AUNSKJAER,LM9649,12.01,3.83,171,12
257475500,SOFIE,LCSR,21.2,6.4,730,134
257476420,STRAUMVANG,LM9682,10.25,3.1,152,7
257476500,FISKEBANK,LEQI,42.5,9.6,1632,NA
257476600,MELOEYVAERING,LM9518,10.04,3.07,72,10
257476700,HAVBLIKK,LM2622,9.97,2.91,85,NA
257476800,STODIG,LG9551,13.05,4.2,300,NA
257478020,KLEPPABAS,LM9716,9.79,3.66,108,9
257478800,RADAR,LG7145,14.45,5.42,291,NA
257478820,MATHILDE,LM 9752,NA,NA,NA,NA
257479420,RANDOYJENTA,LM9775,11.99,3.81,215,14
257479800,MONSBOEN,LG7316,10.66,3.98,230,12
257479920,SJAABOEEN,LM9795,10.62,3.89,131,15
257480500,INGER VICTORIA,JXAC,23.8,5.8,600,124
257480600,TAMARA,LG7388,12.91,5.2,265,NA
257481500,MB RINGHOLM,LG7433,8.8,3.25,340,NA
257481720,PER ROGER,LM9839,10.87,3.8,250,20
257482600,STORTAREN,LKGM,NA,NA,NA,NA
257482720,AAGE STEINAR,LM9861,10.62,3.89,185,12
257482800,STROEMVIK,LM8592,9.3,3.25,97,8
257483220,ARIEL,LM9876,9.47,3.07,135,8
257483620,GULLSKJER JUNIOR,LM 9885,NA,NA,NA,NA
257483900,OYBUEN,LG 7437,NA,NA,NA,NA
257484700,THULE,LG4378,NA,NA,NA,NA
257485020,JENNY,LM9911,9.75,3.15,90,9
257485600,BERNT-STEINAR,LCNF,18.23,5.09,450,26
257485720,HILDRING,LM9921,10.62,4.24,204,NA
257486020,ASPHOLM,LM9935,14.98,4.35,316,21
257486720,MAJA IREN,LM 9957,NA,NA,NA,NA
257487600,MT-$ENIOR,,NA,NA,NA,NA
257487700,ELNESFISK,LG7362,10.66,4.6,425,NA
257487800,TOMINA,LG7356,10.66,3.0,496,NA
257488002,ALVESTAD,LDLP,16.52,4.88,402,24
257488220,VAAGHOLM,LM9988,9.87,3.9,100,14
257488620,JOAKIM,LM9999,9.35,3.1,85,8
257488700,REX LOBO (F-82-BD),LM2122,8.85,3.16,60,7
257488920,HELLVAERING,LNAK,17.5,5.5,530,45
257489500,BJARNE NILSEN,LEJN,44.35,9.5,2600,NA
257489700,JESSICA,LG3556,14.98,7.2,450,NA
257489720,TUNFISK 2,LNEL,NA,NA,NA,NA
257490700,ALDIS LIND,LG7453,14.98,4.56,800,NA
257491900,MAKA,LG9350,7.56,2.65,115,NA
257492120,MS ELRITA,3YBE,11.45,3.28,100,15
257492800,HAVSUND,LG7406,14.98,5.92,525,89
257494600,SKAGOEY,LK5355,10.62,3.46,152,11
257495600,JULIE,LM2765,10.05,3.0,112,9
257495900,OLINE,LF3474,NA,NA,NA,NA
257496800,SJAAVIKNES,LG7484,12.99,5.34,291,NA
257497500,TINDSKJAER,,NA,NA,NA,NA
257498420,OEYLAND,3YQF,14.6,4.3,250,19
257499500,MJAASUND,LG7487,10.99,4.74,270,NA
257499800,VIBEKE CATHRIN,LG7498,14.99,6.17,525,NA
257501600,PIRHOLM,LK2995,14.12,4.2,182,20
257502600,ASTOR AA55G,LK3081,14.98,5.86,600,24
257502800,ROLFSOY,LF5407,NA,NA,NA,NA
257503600,HIDRASKJAER,LK 4676,NA,NA,NA,NA
257504600,PER ARVID,LM2776,12.05,3.46,175,10
257504900,RAYA,LM5956,10.67,3.49,138,11
257505700,RAID,LG7349,10.99,3.82,500,NA
257506600,SJOEALG,LM5431,NA,NA,NA,NA
257507500,BUKSNESFJORD,LKEA,20.99,5.75,440,81
257509600,OLAV S,LF 5417,NA,NA,NA,NA
257511600,SANDERMAN,LK5513,12.12,3.95,160,18
257511800,BOEBAS,LG7641,10.98,3.75,610,NA
257515600,GEIR VIKING,LG7634,NA,NA,NA,NA
257516500,LAUGAR,LHEB,NA,NA,NA,NA
257517500,SKOGLIGUT,LM2909,13.65,4.9,230,22
257518600,VORNESVAERING,LK5647,14.99,5.8,400,24
257518790,SVAVIK,LG2376,10.65,3.97,170,14
257520800,GUNNAR,LG9547,10.91,3.62,302,NA
257522500,AEGE,LKTM,NA,NA,NA,NA
257522600,TRIO,LHYD,27.41,6.99,940,NA
257523500,LOFOTVAERING,LDZL,23.1,6.0,600,130
257524500,HAVSEL,LIXI,33.28,7.6,1200,NA
257525600,EMELY SOR,LIBV,18.66,6.1,540,76
257526600,FV MEHOLMEN,LK5775,14.09,5.08,250,23
257528700,SOA,LG7583,10.99,3.84,500,NA
257529000,HALTENTRAAL,LDAR,34.0,10.0,1632,NA
257529600,LILLEVIG,LIWM,21.3,6.5,750,127
257529800,RYGJABUEN,LG 7621,NA,NA,NA,NA
257530500,UNSTAD JUNIOR,JXLX,21.69,5.65,600,62
257530900,OPTIMIST,LG7787,14.99,5.4,430,39
257531600,SENJAVAERING,LJDT,22.0,7.0,470,154
257533600,ARCTIC,LF 5456,NA,NA,NA,NA
257535800,GRIM,LG7888,12.99,5.78,291,NA
257536600,KORSNESFISK,LJLF,NA,NA,NA,NA
257536700,ASBJORN-SELSBANE,LDGP,55.0,12.8,3500,NA
257536800,LANGØY,LF5459,8.73,2.9,72,NA
257537000,OSTANGER,3YDD,NA,NA,NA,NA
257537500,FYRHOLM,LKIB,NA,NA,NA,NA
257538500,MJOSUND,LENQ,24.15,6.74,425,99
257538600,POSEIDON,LK6652,14.98,4.23,400,23
257541500,RANTON,LNTL,23.09,5.91,540,89
257541600,INGRID MAJALA,LJZO,61.75,11.6,3750,NA
257541760,SILJANN,LN-7418,NA,NA,NA,NA
257541790,SJOESPROEYT,LG2008,10.62,3.32,650,15
257542800,TIIRA,LF5469,NA,NA,NA,NA
257543500,ANN-BRITA,LMMU,21.61,5.97,525,79
257543600,RISVIK,LK6802,14.98,6.32,450,25
257547500,ISFJORD,LNWH,18.35,5.64,430,81
257547600,ARVAK,LK6941,14.93,6.99,352,25
257548500,VESTSKJAER,LGAK,25.5,6.8,630,140
257549600,HOLMEN,LK7126,14.99,5.86,500,80
257549800,STIAN-ANDRE,LEHO,18.0,6.4,600,NA
257551600,MATHILDE,LK6967,9.3,3.3,127,8
257552500,RIMA,LELS,23.95,6.63,650,99
257553800,HOLM,LG7941,10.66,4.5,250,NA
257554700,HUFTAROY,LG 7925,NA,NA,NA,NA
257555500,KORALEN,LAQS,38.1,8.5,1100,NA
257557600,REM0YBUEN,LLIQ,24.1,6.3,640,161
257558500,SULATIND,JWTR,19.29,5.36,524,49
257558800,BLOM,LG8030,NA,NA,NA,NA
257559170,RAMBO,LJ2947,NA,NA,NA,NA
257559600,TRONDERHAV,LLJN,NA,NA,NA,NA
257559800,HAVSULA,LG 7750,NA,NA,NA,NA
257560500,LARSEN SENIOR,LENV,NA,NA,NA,NA
257560600,NORDOYTRAAL,LLKC,56.8,12.6,5000,NA
257560700,NUEN,LG8013,NA,NA,NA,NA
257560800,VONHEIM,LG8021,8.79,3.06,220,NA
257561500,ORKAN,LLXC,NA,NA,NA,NA
257563500,SORBOEN,JWQY,27.42,8.0,775,NA
257563600,FISKENES,LLKI,39.9,7.4,1500,NA
257564600,STOREGG,LLLP,27.99,8.0,1000,320
257565500,UREGUTT,JXLG,19.05,5.92,550,62
257565600,E.H. SENIOR,LLLD,27.0,8.5,999,267
257566600,NYSKJER,LLMI,27.3,9.5,1700,NA
257567500,LIAVAAG,LDUX,NA,NA,NA,NA
257567600,FROYBAS,LLMQ,27.3,7.5,720,NA
257568600,FROYBAS,LLMQ,27.3,7.5,720,NA
257569600,MARIANNE,LK7277,14.95,5.34,380,NA
257570500,LOPPHAV,LAMB,20.88,7.0,624,149
257570600,SLETTENBERG,LLNQ,21.34,7.2,775,172
257571600,ODD LUNDBERG,LLNZ,59.25,11.0,3264,NA
257572700,GEKO,LG 7737,NA,NA,NA,NA
257573800,SOL MAR,LG7892,9.1,3.53,135,9
257574500,STORMEN SENIOR,LGFC,21.33,6.4,918,156
257574600,EINARSON,LLQX,27.91,8.0,900,272
257574700,KRAAKOYSUND,LG7960,10.46,3.34,265,7
257574800,ØYSOL,LF5493,10.65,3.6,300,NA
257575800,GURI MARIE,LG8085,10.65,3.42,369,NA
257576500,OLE ELVAN,LLPQ,23.27,6.58,440,137
257576600,OLAGUTT,LLRW,23.4,8.5,970,232
257577500,BARSUND,LNGJ,19.3,5.5,534,81
257578600,TUNFISK,LLWG,36.9,8.5,1300,NA
257579600,MANIN,LLZN,NA,NA,NA,NA
257580170,TOPPEN,LM6106,10.66,3.08,103,7
257580600,STOTTFJORD,LMCE,27.4,9.4,1005,361
257582600,VONAR,LMCJ,49.48,11.0,1800,NA
257583600,SCOMBRUS,LMCH,27.28,7.8,2180,242
257584600,VESTBRIS,LMCW,30.0,7.5,800,NA
257586600,SKARBERG,LMCU,31.7,7.4,960,NA
257587500,MYREBAS,LLKK,27.42,7.34,1000,210
257587600,ELDORADO,LMFV,20.99,6.4,640,146
257588500,BALLSTADVAERING,LAHF,23.71,6.18,520,135
257589600,LIAHOLM,LMDJ,33.19,8.0,1000,NA
257589800,VARFJELL,LG 8039,NA,NA,NA,NA
257590500,KVALVIKVAERING,LK3541,14.92,5.0,380,25
257590600,HAVOERN,LK 7607,NA,NA,NA,NA
257590700,ANNIKA,LG8052,10.42,3.42,369,NA
257591600,TOYA,LK8222,28.1,9.1,600,324
257592500,MYREFISK,JXLH,19.55,5.5,450,68
257592650,HEMINGWAY,LM3851,9.49,2.73,76,NA
257592700,THEA DALWHINNIE,LG7977,10.96,4.47,400,NA
257593500,HANNA B,LM4068,14.99,4.58,500,24
257593600,GUNNAR LANGVA,LMMC,71.1,14.4,6120,NA
257594600,WILLASSEN,LMMF,36.99,8.5,1000,NA
257594800,VAREID,LG8088,14.99,6.58,520,NA
257595600,ARNOYFJORD,LMOV,27.15,8.0,1000,274
257596700,TROLLHOLMEN,,NA,NA,NA,NA
257597600,HAUKOYFJORD,LMWT,14.97,5.25,238,NA
257598700,LEIBOEN,LG5528,NA,NA,NA,NA
257599500,VESTFISK,LJMS,39.2,8.5,750,NA
257599800,KVITNES,LG7827,NA,NA,NA,NA
257600500,NORDMELAVAERING,LJFJ,NA,NA,NA,NA
257600800,RAGNHILD,LG 8071,NA,NA,NA,NA
257601150,ANDREA,LM6168,10.57,3.1,102,9
257601600,VIKAGUT,LG3043,10.66,3.98,226,NA
257602000,VESTERHAV,LDQN,38.55,9.5,1018,498
257602250,OEYVIKING,LM6331,12.21,3.52,252,12
257602800,ROEDLAND,LF5530,NA,NA,NA,NA
257603500,GULDRINGNES,LKZZ,27.43,6.5,775,NA
257603600,HAVBLOMST,LG2977,12.98,5.02,291,NA
257604600,HAVBRIS,LG2978,12.19,4.03,175,NA
257605500,ROHOLMEN,LIUZ,21.67,6.07,600,78
257606600,TROENDERFISK,LG2991,10.99,4.72,350,NA
257607600,HAVBLIKK 2,LG3648,14.97,4.6,990,NA
257608500,BRIS,LAZW,26.14,7.0,1030,NA
257608600,PATRI,LG3748,10.98,3.78,630,NA
257608800,MIRA,LG8156,9.65,3.42,369,9
257609500,JAKKEN,LK4967,NA,NA,NA,NA
257610500,NYBAKK,JXPH,NA,NA,NA,NA
257610600,FRIDA,LG2694,9.46,2.95,430,NA
257610700,MIRO,LF5534,10.09,3.25,81,NA
257611150,LANOFISK,LM8074,10.61,4.21,185,14
257611500,HALLVARDSON,LAJU,20.99,7.0,540,144
257611600,VARDOJENTA,LG8151,12.99,4.24,700,NA
257611700,TRYGVE B,LF5536,9.55,2.99,303,NA
257613700,ADMIRAL F,LG7835,8.38,2.97,222,NA
257614700,WEST COAST 1,LG7982,10.98,4.05,170,NA
257616500,GRONNVIK,LG8211,9.06,3.0,430,7
257616700,MALIN,LG 8215,NA,NA,NA,NA
257617500,SOLSTRAND,JXEW,19.22,5.9,600,84
257617700,MARGARETH,LH5538,NA,NA,NA,NA
257617800,JAKI F-81-G,LF5539,8.69,2.5,225,NA
257618500,STAR,LK3713,14.98,6.04,380,24
257618800,MISS CROSBY,,NA,NA,NA,NA
257619000,CAPRICE,LFGV,27.4,8.4,950,NA
257620500,IVERSEN JUNIOR,LK2527,14.3,4.6,200,24
257621800,SEIDA,LK 9576,NA,NA,NA,NA
257623600,RAFN,LG8218,NA,NA,NA,NA
257628580,MORVIL,LJ8162,NA,NA,NA,NA
257629500,HILLERSOEY,LMKD,26.33,7.68,425,169
257629600,TEMPO,LFGQ,27.4,8.4,1000,267
257631480,HEGE,LJ8189,NA,NA,NA,NA
257631500,JOHN-IVAR,LK3928,14.99,5.5,400,24
257631600,VIKASUND,LF5567,NA,NA,NA,NA
257632500,NORDFANGST,LK3114,14.99,4.71,291,25
257633500,MELOYJENTA,LK 5181,NA,NA,NA,NA
257633700,BONDOEY,LG8342,NA,NA,NA,NA
257633800,TEAM  MJOSA,LF5571,NA,NA,NA,NA
257634700,DYFJORD,LF5572,7.25,2.5,150,NA
257635330,VILDE,LA9514,NA,NA,NA,NA
257636600,PAULINE,LG7923,14.99,6.5,650,NA
257638500,BOEBAS,LK5258,14.99,5.8,525,25
257639500,ANDENESVAERING,LMVM,20.3,5.81,477,76
257640500,SKOGSOEY,LK5156,12.98,4.4,250,22
257641500,BAASGRUNN,LJWC,22.72,6.25,750,113
257643900,BJORNNES,LG7753,10.65,3.6,300,NA
257645500,SOLGLYTT,LG8309,10.99,4.2,285,NA
257645800,K J NORDKAPP,LM5853,9.42,3.4,102,6
257646700,VENTURA,LF6264,14.99,6.9,500,NA
257647500,ROSENBORGER,LK2838,14.99,5.82,450,24
257647800,STRAUMGUTT,LK2069,10.6,4.0,115,12
257648500,HEBE II,LHJE,23.65,6.38,520,99
257649500,NYSTRAND,JWOC,21.3,5.65,275,72
257650500,HAVFLUNA,JWPD,18.8,5.32,450,70
257651500,JENNEGGA,LLGU,22.7,6.2,675,96
257653700,REODOR,LG8450,NA,NA,NA,NA
257654500,PIRAJA,LMTJ,38.7,10.0,1015,NA
257655600,AUSTHAVET,LG8436,10.99,4.24,314,NA
257655930,STORM,LA9744,NA,NA,NA,NA
257656000,GADUS NJORD,LDDF,68.8,15.6,6400,NA
257657500,POSEIDON,LK3602,13.3,4.22,245,15
257657600,BEN HUR,LG 8393,NA,NA,NA,NA
257659500,HJELMSOY,LAOM,20.95,5.46,720,92
257660500,SKOGSFJORDINGEN,LK4662,14.38,5.0,380,24
257662450,DAINORA,LN2473,9.45,3.2,124,NA
257662500,KLOGRUNN,LM6578,14.95,4.6,375,24
257662600,NEMO,LM4315,8.57,2.68,102,NA
257663500,GERHARD JAKOBSEN,LMYF,20.21,5.94,360,61
257663700,BRAVO,LM2513,NA,NA,NA,NA
257664700,JANICA,LF5607,NA,NA,NA,NA
257664800,JOHANNA,LF5608,NA,NA,NA,NA
257665700,MAJA 1,LG8426,10.99,4.2,285,NA
257666500,HALDORSON,LK4789,14.23,5.02,380,23
257667320,MARIE,LA4066,NA,NA,NA,NA
257667440,HAZARD,LL4213,10.66,4.08,152,12
257667500,BRATTHOLMEN,LK2798,13.38,4.4,190,21
257667600,ANNE G,LG8482,14.96,6.53,525,NA
257668500,KURT SENIOR,LK 4377,NA,NA,NA,NA
257669500,BRUTUS,LM 5456,NA,NA,NA,NA
257669800,SOLTINDAKSLA,LG8278,NA,NA,NA,NA
257669900,SKALLTIND,LG8279,NA,NA,NA,NA
257670500,TOR-WERNER,LM6633,12.8,4.2,156,17
257670600,SOLTIND,LG8280,NA,NA,NA,NA
257670700,LITLETIND,LG8281,NA,NA,NA,NA
257670900,ISTIND,LG8370,NA,NA,NA,NA
257671500,BUHOLMEN,LM3800,15.29,4.79,183,22
257671700,JUNE,LG8283,NA,NA,NA,NA
257672600,AILIDA,LF5616,NA,NA,NA,NA
257674500,ERNA,,NA,NA,NA,NA
257675500,EGGUMSVAERING,LK3041,14.98,5.2,412,43
257675700,KRISTINA,LM7784,9.2,2.8,87,8
257676700,HAVLINER,LF5622,NA,NA,NA,NA
257677600,MATHEUS,LF5624,10.65,3.6,300,NA
257678430,KLAUDIA,LA9993,8.17,2.7,63,NA
257678500,M/S FANGTIND,LLMN,22.13,5.3,365,62
257679500,FJORDEGG,LM5538,12.07,4.02,220,18
257680700,VALLYOEY,LF5632,10.66,4.4,250,NA
257680800,LUNA F55LB,LF5633,NA,NA,NA,NA
257681500,FUGLOEYBUEN,LK2949,18.02,5.6,400,24
257681600,EKVATOR,LF5634,7.7,2.7,144,NA
257681800,HAVFLORA,LF5636,NA,NA,NA,NA
257682600,TRIM,LF5637,NA,NA,NA,NA
257684500,GRUNNBOEN,LM5652,NA,NA,NA,NA
257685600,KVITBJORN,LK8008,NA,NA,NA,NA
257685800,M YTTERSTAD,LFTI,74.8,15.4,5364,NA
257686500,HANS ROBERT,LK4579,14.4,4.42,245,24
257686800,OLI,LF5641,9.11,2.76,126,6
257687000,AAKEROEY,LDHM,69.77,14.5,6691,NA
257687800,LIPTON BJOERNSEN,LDSX,34.58,7.39,769,NA
